Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
2019-12-05T00:00:00.000,HOND,4D,,BLK,Z343741,IL,701 N. Sacramento,(773) 265-7605,6974900
2019-12-05T00:00:00.000,HOND,4D,,BLK,BL91316,IL,701 N. Sacramento,(773) 265-7605,6974875
2019-12-05T00:00:00.000,HOND,4D,,GRY,BC34558,IL,10300 S. Doty,(773) 568-8495,2891089
2019-12-05T00:00:00.000,HOND,4D,,SIL,Y714442,IL,10300 S. Doty,(773) 568-8495,2891077
2019-12-05T00:00:00.000,HOND,4D,,BLU,917380,IL,701 N. Sacramento,(773) 265-7605,6974862
2019-12-05T00:00:00.000,HOND,LL,,GRN,P676842,IL,400 E. Lower Wacker,(312) 744-7550,0216884
2019-12-05T00:00:00.000,HOND,LL,,GRY,H743675,IL,10300 S. Doty,(773) 568-8495,2891040
2019-12-05T00:00:00.000,HOND,LL,,GRY,S418186,IL,701 N. Sacramento,(773) 265-7605,6974886
2019-12-05T00:00:00.000,HOND,LL,,BLU,AZ27465,IL,701 N. Sacramento,(773) 265-7605,6974884
2019-12-05T00:00:00.000,HOND,LL,,GRY,V548279,IL,10300 S. Doty,(773) 568-8495,2891082
2019-12-05T00:00:00.000,HOND,LL,,GRY,POP4WS,IL,701 N. Sacramento,(773) 265-7605,6974867
2019-12-05T00:00:00.000,HOND,LL,,GRY,H743675,IL,10300 S. Doty,(773) 568-8495,2891040
2019-12-05T00:00:00.000,HYUN,4D,,WHI,BB33378,IL,701 N. Sacramento,(773) 265-7605,6974882
2019-12-05T00:00:00.000,HYUN,4D,,BLK,S471879,IL,701 N. Sacramento,(773) 265-7605,6974910
2019-12-05T00:00:00.000,HYUN,4D,,GLD,BL12267,IL,701 N. Sacramento,(773) 265-7605,6974843
2019-12-05T00:00:00.000,HYUN,4D,,BLU,BN71045,IL,701 N. Sacramento,(773) 265-7605,6974844
2019-12-05T00:00:00.000,HYUN,4D,,BLK,E961781,IL,701 N. Sacramento,(773) 265-7605,6974866
2019-12-05T00:00:00.000,HYUN,4D,,SIL,V896162,IL,400 E. Lower Wacker,(312) 744-7550,0216888
2019-12-05T00:00:00.000,HYUN,4D,,BLK,BM91500,IL,400 E. Lower Wacker,(312) 744-7550,0216881
2019-12-05T00:00:00.000,HYUN,4D,,SIL,7753,IL,10300 S. Doty,(773) 568-8495,2891092
2019-12-05T00:00:00.000,HYUN,4D,,TAN,AT93307,IL,10300 S. Doty,(773) 568-8495,2891027
2019-12-05T00:00:00.000,HYUN,4D,,WHI,BT31381,IL,400 E. Lower Wacker,(312) 744-7550,0216877
2019-12-05T00:00:00.000,HYUN,LL,,BLU,AX38224,IL,400 E. Lower Wacker,(312) 744-7550,0216859
2019-12-05T00:00:00.000,HYUN,LL,,RED,BH96251,IL,10300 S. Doty,(773) 568-8495,2891054
2019-12-05T00:00:00.000,INFI,4D,,SIL,BW65674,IL,10300 S. Doty,(773) 568-8495,2891103
2019-12-05T00:00:00.000,INFI,4D,,BLK,BR75551,IL,701 N. Sacramento,(773) 265-7605,6974861
2019-12-05T00:00:00.000,INFI,SW,,BLK,BR71585,IL,701 N. Sacramento,(773) 265-7605,6974841
2019-12-05T00:00:00.000,JAG,4D,,BLK,1946126,IL,10300 S. Doty,(773) 568-8495,2891124
2019-12-05T00:00:00.000,JEEP,4D,,BLK,R882765,IL,10300 S. Doty,(773) 568-8495,2891061
2019-12-05T00:00:00.000,JEEP,4D,,SIL,AE13865,IL,701 N. Sacramento,(773) 265-7605,6974856
2019-12-05T00:00:00.000,JEEP,4D,,BLK,BU25817,IL,10300 S. Doty,(773) 568-8495,2891097
2019-12-05T00:00:00.000,JEEP,LL,,RED,BA62703,IL,10300 S. Doty,(773) 568-8495,2891045
2019-12-05T00:00:00.000,JEEP,LL,,WHI,L647520,IL,701 N. Sacramento,(773) 265-7605,6974854
2019-12-05T00:00:00.000,JEEP,LL,,BLK,E992396,IL,400 E. Lower Wacker,(312) 744-7550,0216880
2019-12-05T00:00:00.000,JEEP,LL,,BLK,N805396,IL,701 N. Sacramento,(773) 265-7605,6974926
2019-12-05T00:00:00.000,JEEP,LL,,SIL,AY79533,IL,701 N. Sacramento,(773) 265-7605,6974863
2019-12-05T00:00:00.000,JEEP,LL,,GRY,PL0WBH,IL,701 N. Sacramento,(773) 265-7605,6974885
2019-12-05T00:00:00.000,JEEP,LL,,SIL,G878516,IL,10300 S. Doty,(773) 568-8495,2891112
2019-12-05T00:00:00.000,JEEP,LL,,GRY,V260796,IL,400 E. Lower Wacker,(312) 744-7550,0216861
2019-12-05T00:00:00.000,JEEP,LL,,BLK,AH36580,IL,701 N. Sacramento,(773) 265-7605,6974842
2019-12-05T00:00:00.000,JEEP,LL,,BLU,AFW2338,WI,400 E. Lower Wacker,(312) 744-7550,0216887
2019-12-05T00:00:00.000,KIA,4D,,LBL,EBZ9523,MI,10300 S. Doty,(773) 568-8495,2891023
2019-12-05T00:00:00.000,KIA,4D,,LBL,BB30644,IL,10300 S. Doty,(773) 568-8495,2891079
2019-12-05T00:00:00.000,KIA,4D,,BLK,885U122,IL,10300 S. Doty,(773) 568-8495,2891042
2019-12-05T00:00:00.000,KIA,4D,,WHI,BU15435,IL,701 N. Sacramento,(773) 265-7605,6974892
2019-12-05T00:00:00.000,KIA,4D,,BRO,Y992971,IL,400 E. Lower Wacker,(312) 744-7550,0216889
2019-12-05T00:00:00.000,KIA,4D,,BLU,G904423,IL,10300 S. Doty,(773) 568-8495,2891101
2019-12-05T00:00:00.000,KIA,4D,,GRY,AP20427,IL,10300 S. Doty,(773) 568-8495,2891031
2019-12-05T00:00:00.000,KIA,4D,,GRY,Q124596,IL,10300 S. Doty,(773) 568-8495,2891073
2019-12-05T00:00:00.000,KIA,4D,,TAN,BC58340,IL,10300 S. Doty,(773) 568-8495,2891018
2019-12-05T00:00:00.000,KIA,LL,,BLK,BL79965,IL,400 E. Lower Wacker,(312) 744-7550,0216876
2019-12-05T00:00:00.000,KIA,LL,TK,BLK,AZ32692,IL,400 E. Lower Wacker,(312) 744-7550,0216890
2019-12-05T00:00:00.000,KIA,LL,,WHI,BL27112,IL,10300 S. Doty,(773) 568-8495,2891083
2019-12-05T00:00:00.000,KIA,LL,,BLK,Z569756,IL,10300 S. Doty,(773) 568-8495,2891128
2019-12-05T00:00:00.000,LAND,LL,,BLK,AU34777,IL,701 N. Sacramento,(773) 265-7605,6974877
2019-12-05T00:00:00.000,LEXS,4D,,BLK,BL83517,IL,701 N. Sacramento,(773) 265-7605,6974898
2019-12-05T00:00:00.000,LINC,4D,,BLU,BA91217,IL,400 E. Lower Wacker,(312) 744-7550,0216893
2019-12-05T00:00:00.000,MAZD,4D,,GRY,BG18374,IL,701 N. Sacramento,(773) 265-7605,6974859
2019-12-05T00:00:00.000,MAZD,4D,,BLK,N717096,IL,10300 S. Doty,(773) 568-8495,2891068
2019-12-05T00:00:00.000,MAZD,4D,,BLU,AY35334,IL,701 N. Sacramento,(773) 265-7605,6974929
2019-12-05T00:00:00.000,MAZD,4D,,RED,Z575922,IL,701 N. Sacramento,(773) 265-7605,6974888
2019-12-05T00:00:00.000,MERC,2D,,GRY,AN94586,IL,701 N. Sacramento,(773) 265-7605,6974917
2019-12-05T00:00:00.000,MERC,4D,,RED,K500182,IL,701 N. Sacramento,(773) 265-7605,6974857
2019-12-05T00:00:00.000,MERC,LL,,GRY,AP82172,IL,701 N. Sacramento,(773) 265-7605,6974928
2019-12-05T00:00:00.000,MERZ,LL,TK,BLU,VMA654,IL,701 N. Sacramento,(773) 265-7605,6974946
2019-12-05T00:00:00.000,MINI,2D,,WHI,Q113189,IL,701 N. Sacramento,(773) 265-7605,6974871
2019-12-05T00:00:00.000,MITS,4D,,BLK,BD88299,IL,10300 S. Doty,(773) 568-8495,2891026
2019-12-05T00:00:00.000,MITS,4D,,GRY,8780173,IL,701 N. Sacramento,(773) 265-7605,6974919
2019-12-05T00:00:00.000,NISS,4D,,GRY,Z868619,IL,400 E. Lower Wacker,(312) 744-7550,0216862
2019-12-05T00:00:00.000,NISS,4D,,BLK,348TYC,IN,701 N. Sacramento,(773) 265-7605,6974924
2019-12-05T00:00:00.000,NISS,4D,,BLK,Y937616,IL,400 E. Lower Wacker,(312) 744-7550,0216875
2019-12-05T00:00:00.000,NISS,4D,,GRY,BP90677,IL,10300 S. Doty,(773) 568-8495,2891064
2019-12-05T00:00:00.000,NISS,4D,,GRY,BC44716,IL,10300 S. Doty,(773) 568-8495,2891041
2019-12-05T00:00:00.000,NISS,4D,,BLK,BA48898,IL,400 E. Lower Wacker,(312) 744-7550,0216860
2019-12-05T00:00:00.000,NISS,4D,,SIL,BF18916,IL,400 E. Lower Wacker,(312) 744-7550,0216894
2019-12-05T00:00:00.000,NISS,4D,,GRY,AW76485,IL,701 N. Sacramento,(773) 265-7605,6974847
2019-12-05T00:00:00.000,NISS,4D,,GRY,AL76569,IL,10300 S. Doty,(773) 568-8495,2891063
2019-12-05T00:00:00.000,NISS,4D,,BLU,BN85663,IL,10300 S. Doty,(773) 568-8495,2891047
2019-12-05T00:00:00.000,NISS,4D,,BLK,Q862871,IL,10300 S. Doty,(773) 568-8495,2891120
2019-12-05T00:00:00.000,NISS,4D,,SIL,BA52752,IL,10300 S. Doty,(773) 568-8495,2891058
2019-12-05T00:00:00.000,NISS,4D,,GRY,ZX75269,IL,10300 S. Doty,(773) 568-8495,2891110
2019-12-05T00:00:00.000,NISS,4D,,BLK,BG75677,IL,701 N. Sacramento,(773) 265-7605,6974851
2019-12-05T00:00:00.000,NISS,4D,,GRY,BH70941,IL,701 N. Sacramento,(773) 265-7605,6974908
2019-12-05T00:00:00.000,NISS,4D,,SIL,Q393822,IL,701 N. Sacramento,(773) 265-7605,6974937
2019-12-05T00:00:00.000,NISS,4D,,GRY,BE42289,IL,10300 S. Doty,(773) 568-8495,2891108
2019-12-05T00:00:00.000,NISS,4D,,BLK,E949469,IL,10300 S. Doty,(773) 568-8495,2891032
2019-12-05T00:00:00.000,NISS,4D,,BLK,AV21846,IL,10300 S. Doty,(773) 568-8495,2891030
2019-12-05T00:00:00.000,NISS,4D,,BLK,BM36522,IL,701 N. Sacramento,(773) 265-1846,1539631
2019-12-05T00:00:00.000,NISS,4D,,GRY,BE22896,IL,10300 S. Doty,(773) 568-8495,2891102
2019-12-05T00:00:00.000,NISS,4D,,WHI,BC44535,IL,10300 S. Doty,(773) 568-8495,2891099
2019-12-05T00:00:00.000,NISS,4D,,MAR,E732259,IL,400 E. Lower Wacker,(312) 744-7550,0216891
2019-12-05T00:00:00.000,NISS,4D,,GRY,890U399,IL,701 N. Sacramento,(773) 265-7605,6974925
2019-12-05T00:00:00.000,NISS,4D,,GRY,BA39537,IL,701 N. Sacramento,(773) 265-7605,6974846
2019-12-05T00:00:00.000,NISS,LL,,BLK,AS77000,IL,701 N. Sacramento,(773) 265-7605,6974911
2019-12-05T00:00:00.000,NISS,LL,,BLU,BL84597,IL,701 N. Sacramento,(773) 265-7605,6974932
2019-12-05T00:00:00.000,NISS,LL,,GRY,999U308,IL,701 N. Sacramento,(773) 265-7605,6974921
2019-12-05T00:00:00.000,NISS,LL,,BLK,AH18011,IL,10300 S. Doty,(773) 785-9752,1719795
2019-12-05T00:00:00.000,NISS,LL,,GRY,ACA3052,WI,10300 S. Doty,(773) 568-8495,2891072
2019-12-05T00:00:00.000,OLDS,4D,,BLU,BE17590,IL,701 N. Sacramento,(773) 265-7605,6974845
2019-12-05T00:00:00.000,OLDS,4D,,RED,Z489643,IL,10300 S. Doty,(773) 568-8495,2891114
2019-12-05T00:00:00.000,OLDS,4D,,GLD,,IL,701 N. Sacramento,(773) 265-7605,6974838
2019-12-05T00:00:00.000,OLDS,LL,,SIL,AT18467,IL,10300 S. Doty,(773) 568-8495,2891059
2019-12-05T00:00:00.000,PONT,4D,,RED,917U578,IL,701 N. Sacramento,(773) 265-7605,6974860
2019-12-05T00:00:00.000,PONT,4D,,SIL,AD65634,IL,10300 S. Doty,(773) 568-8495,2891051
2019-12-05T00:00:00.000,PONT,LL,,BLK,V188105,IL,701 N. Sacramento,(773) 265-7605,6974923
2019-12-05T00:00:00.000,PONT,LL,,SIL,BL53317,IL,10300 S. Doty,(773) 568-8495,2891126
2019-12-05T00:00:00.000,SATR,4D,,BLK,BN69066,IL,701 N. Sacramento,(773) 265-7605,6974850
2019-12-05T00:00:00.000,SATR,LL,,SIL,BF37910,IL,10300 S. Doty,(773) 568-8495,2891024
2019-12-05T00:00:00.000,SATU,LL,,WHI,Z264420,IL,10300 S. Doty,(773) 568-8495,2891111
2019-12-05T00:00:00.000,SMAR,2D,,WHI,AX87932,IL,701 N. Sacramento,(773) 265-7605,6974909
2019-12-05T00:00:00.000,SUBA,4D,,GRY,BB71438,IL,701 N. Sacramento,(773) 265-7605,6974897
2019-12-05T00:00:00.000,SUBA,LL,,GRY,BL59360,IL,701 N. Sacramento,(773) 265-7605,6974936
2019-12-05T00:00:00.000,SUBA,SW,,GLD,DWD2797,IL,701 N. Sacramento,(773) 265-7605,6974912
2019-12-05T00:00:00.000,TOYO,4D,,BLK,BT72526,IL,10300 S. Doty,(773) 568-8495,2891081
2019-12-05T00:00:00.000,TOYO,4D,,BLK,BK31290,IL,10300 S. Doty,(773) 568-8495,2891090
2019-12-05T00:00:00.000,TOYO,4D,,SIL,BN68802,IL,10300 S. Doty,(773) 568-8495,2891084
2019-12-05T00:00:00.000,TOYO,4D,,GRY,R824610,IL,10300 S. Doty,(773) 568-8495,2891067
2019-12-05T00:00:00.000,TOYO,4D,,SIL,3777265,IL,701 N. Sacramento,(773) 265-7605,6974903
2019-12-05T00:00:00.000,TOYO,4D,,SIL,AG21469,IL,10300 S. Doty,(773) 568-8495,2891093
2019-12-05T00:00:00.000,TOYO,4D,,SIL,FP90155,IL,701 N. Sacramento,(773) 265-7605,6974840
2019-12-05T00:00:00.000,TOYO,4D,,GRY,A107439,IL,701 N. Sacramento,(773) 265-7605,6974880
2019-12-05T00:00:00.000,TOYO,4D,,BLK,BL83064,IL,10300 S. Doty,(773) 568-8495,2891069
2019-12-05T00:00:00.000,TOYO,LL,,BLU,Z751206,IL,701 N. Sacramento,(773) 265-7605,6974870
2019-12-05T00:00:00.000,TOYO,VN,,GLD,BB95340,IL,701 N. Sacramento,(773) 265-7605,6974889
2019-12-05T00:00:00.000,TOYT,4D,,WHI,AN39697,IL,701 N. Sacramento,(773) 265-7605,6974920
2019-12-05T00:00:00.000,TOYT,4D,,BLU,FWL510,IL,400 E. Lower Wacker,(312) 744-7550,0216872
2019-12-05T00:00:00.000,TOYT,4D,,BLK,X898482,IL,701 N. Sacramento,(773) 265-7605,6974933
2019-12-05T00:00:00.000,TOYT,4D,,WHI,Q986433,IL,10300 S. Doty,(773) 568-8495,2891106
2019-12-05T00:00:00.000,TOYT,4D,,TRQ,BM15598,IL,701 N. Sacramento,(773) 265-7605,6974894
2019-12-05T00:00:00.000,TOYT,4D,,BLU,R978886,IL,10300 S. Doty,(773) 568-8495,2891115
2019-12-05T00:00:00.000,TOYT,4D,,GRY,K108655,IL,400 E. Lower Wacker,(312) 744-7550,0216871
2019-12-05T00:00:00.000,TOYT,4D,,RED,BR80068,IL,701 N. Sacramento,(773) 265-7605,6974890
2019-12-05T00:00:00.000,TOYT,4D,,GRY,Q508924,IL,400 E. Lower Wacker,(312) 744-7550,0216853
2019-12-05T00:00:00.000,TOYT,4D,,GRY,TANYA,IL,10300 S. Doty,(773) 785-9752,1719793
2019-12-05T00:00:00.000,TOYT,4D,,WHI,Z868991,IL,701 N. Sacramento,(773) 265-1846,1539634
2019-12-05T00:00:00.000,TOYT,4D,,GRY,N507150,IL,701 N. Sacramento,(773) 265-7605,6974949
